sentence,label
O halde burada büyüsel/ritüel ağırlıklı bir uygulama söz konusu olmalıydı.,1
öyle çok güldürürdü ki altıma işediğimi fark etmezdim.,0
"1980 öncesi dönem sektörde hazırlık dönemi, 1980 sonrası ise atılım dönemi olarak ifade edilebilir.",0
"Eğer iki ay önce sizinle bir hareminiz olarak geceyi paylaşsaydık çok sönük bir birleşme olacağını şimdi anlayabiliyorum ama, siz sade bedenimi değil ruhumu da teslim aldınız.",1
"Sayın Emin Özdemir, Sayın Kaya Türkay ile Terim Kolu görevlilerinin çabalarını eklenmeden bu sözlük olamazdı.",0
Francesca'da lenf kanseri teşhis etmişlerdi.,0
"Hipokalemi ve hipertansiyon: Akciğer kanseri, hipemefroma ve Wilms tümörlerinde renin salgısına bağlı olarak gelişebilmektedir.",0
"Tufan gık diyemezdi bu ayı benzetmesine..."" En güzel ad, Tayfun'un adıydı.",0
Onyedinci yüzyılın güçlü düşünürünün aklına cinsel içgüdülerle kendini koruma içgüdülerini karşılaştırmak herhalde asla gelemezdi.,0
Doğal olarak da ilkel toplumlarda ortaya çıkan soyut sanat bilinçsizce oluşmuştur.,0
"Birilerini yok ederken, kendini de yok ediyor.",0
"Şayet kısır olmayıp benden çocuk isteseydin, şimdiye kadar senden çoktan boşanmıştım.""",1
Biricik kızı Feray'a iyi bir okul ve istikbâl hazırlamalıydı.,0
Tabii hani Antalya'nın tanıtımı gibi şeylere de faydası olabilir.,0
İnanılmayacak kadar çok halkın geçtiği; her halkın kentin bir yerine damgasını vurup gittiği bir Balkan kenti.,0
"Andersen'le ortaya çıkan durumun denetim sektörünün durumunu yansıttığını belirten The Economist, ABD'nin muhasebe standartlarını ve denetim mekanizmasını yeni yasalarla kontrol altına almak zorunda olduğunu belirtti.",0
"Toplumdaki liderlerin, halkın ve bireylerin gereksinmelerine duyarlı olmadığına inanılır.",0
"Bu yüzden iktidar yönetmekle değil, uyum ve uzlaşma sağlamakla yükümlüdür.",0
Günde 600 kalori kısıtlanması haftada yaklaşık 500 gr zayıflatır.,0
O kadar kırıcı sözler sarf ettiler ki; inan bana çok huzursuz oldum.,0
"Eğer belli birimler görevlerinin gereğini yapıp sahip oldukları bilgileri bize zamanında aktarmış olsalardı, o siyasi kriz yaşanmayacaktı.",1
Bu kanal aynı zamanda yığının en alt kısmındaki en havasız olan orta noktasına hava sevk edilmesinde kullanılır.,0
1917 senesinde esas itibarıyla askerlerden teşekkül eden Erzurum ihtilalci Ermeni komitesi halkın silahlarını toplamak bahanesiyle umumi bir araştırma tertip etmiştir.,0
"Emrah eğer müzik kariyerini bu sözleri söylediği zamanda bıraksaydı, belki de bugün Türkiye'nin önde gelen ermişleri arasında yavaş yavaş yükseliyor olacaktı.",1
"Yerel düzeyde halkı tanımak, onların değerlerini, yerel hizmetlere yaklaşım ve taleplerini belirlemek açısından danışma, etkin yöntemlerden biridir ve yönetim ile yönetilenler arasında uyum sağlamaya yönelik bir çabadır.",0
Bu güvenin ifadesi yapmış bugüne kadar yapmış olduğu albüm çalışmalarında ve bundan sonra yapmayı planladıklarında mevcut.,0
"Bir kilometrekare alana dökülen 25 kg gazyağı veya motorinin, levreklerde ve mavi gerdanlı balıklarda ancak 4-6 haftada uzaklaşan kötü bir tat ve koku bıraktığı belirlenmiştir.",0
"Netice olarak da bu şahıslarda, kolayca kanama olur ve kanamalarda güçlükle önlenir.",0
"Radiohead her ne kadar son zamanlarda bokunu çıkarmış olsa da, benim için çoğu zaman geleceğin müziğini icra eden bir grup olarak var olmuştur.",0
Tarlaya atılmış gübrenin kokusu ise yaklaşık 2000 m uzaklıktan insan tarafından algılanmaktadır.,0
"Gamze Teyze: Amca, sizi rahatsız etmek istemezdim, ama Reyhan'nın istikbalini düşündüğüm için geldim: Artık Size yük olmasını istemiyorum, zaten geçici bir süre için bırakmıştım.",1
"Ülkemizdeki mevcut imar planlama sistemi ve bu sistemin hukuksal bazını oluşturan 3194 sayılı İmar Kanunu ve buna bağlı yönetmelikler imar planlama esaslarını çeşitli ölçeklerde tanımlarken temel amaç, yapılaşmanın düzenlenmesi olarak belirlenmiştir.",0
Halkın desteğinin kazanılabilmesi için iki temel şarta uymak gerekmektedir.,0
"İranlı yazar Samed Behrengi'nin çocuk kitaplarını okuyup başını yastığa koyduğunda fantastik yolculuklara çıkan Behruz, bu yolculuğu, ""Küçük Kara Balık""taki kahraman balığın okyanuslara açılmasına benzetir o gece.",0
Aksi halde önceki parti ve hükümetlerin başına gelenlerin AK Parti ve Hükümeti'nin başına gelmesi de yüksek bir olasılıktır.,0
"Genel yayın yönetmeni Burçak Güven, Forbes'ın ana felsefesini ""özgür girişimin gücüne olan sarsılmaz inanç"" diye özetliyor.",0
Açıktır ki Swinburne Tann'nın bilgisinde bir sınırlandırmayı öngörerek failin özgür iradeye sahip olabileceğini iddia etmiştir.,0
"Gudermes'de geçen hafta hükümet birlikleri ile Vahhabi eğilimli silahlı gruplar arasında çıkan çatışmaların ardından Mashadov, hükümetin kontrolünü güçlendirmek amacıyla önceki gün seferberlik ilan etti ve 5 bin yedeği askere aldı.",0
"Bütün bu değerlendirmeler halkın yüzde 35'inin katılımıyla yapılan seçim sonuçlarına dayanıyor, ya geriye kalan yüzde 65'in düşüncesi ne?",0
"İsvan, hiçbir zaman ziyaretime gelemezdi artık; dönülmez bir yere gitmişti o, hiç dönülmez bir yere...",0
"""Resim yapan bir müezzin düşünmek insana şimdi acayip geliyor, ama küçükken hiç yadırgamazdım.",0
"Ondan pek çoklarına yaptığı gibi, takma bir adla söz etmezdi; yalnızca ""Bey"" derdi.",0
"Meşrutiyet’in Jön Türk liderleri de, bu açıdan bakıldığında, devrimci bir düşünceye sahip olamadılar.",0
"Mortgage sisteminin, sağlıklı olarak yürürlüğe girebilmesi için, ""uzun vadeli kredi müessesesinin çalışıyor olması"" gerekiyor.",0
Çizilen resimler o kadar farklı oluyor ki; o zaman insanların beyin haritalarının ne kadar farklı olduğunu anlayabiliyorsunuz.,0
55 kilo güreşçimiz Haşim Baykara ise elendi.,0
"Tabi ki, bir nezaket ziyaretinin sınırları ve atmosferi içinde konuyu daha da üsteleyerek bu gerçeği dile getiremezdim.",0
"Karanlık avluda Ali'nin eline nevalesini tutuşturduktan sonra gelir, bizi söze tutardı.",0
"Temennimiz bu tür çirkin olayları yeniden yaşamayalım.""",0
Bunları Mahmut'la konuşamazdım elbette.,0
"İşinin inceliklerini bana öğretmekten çok zevk alır, konuşmanın dozunu hiç ayarlayamazdın.",0
Yakın zamanda bu konuda yeni bir girişimi anons edeceğiz.,0
"İlki akademisyenlerden, ikincisi ise politikacılardan oluşan iki ayrı çevre söz konusuydu ve bu iki ayrı çevre, zaman zaman kıyasıya mücadele ediyordu birbiriyle.",0
"- İlk Çağ'da yaşasaydık, onların kent kent dolaşarak derslerini halka anlattıklarını görecektik!",1
"""Bol bol ve içten gülmek; akıllı insanların saygısını, çocukların sevgisini kazanmak; dürüst eleştirmenlerin değerini bilirken, sahte dostların vefasızlığına tahammül edebilmek; güzelliklerin farkında olmak; başkalarının en iyi yanlarını görebilmek; gelip geçerken, ardında sağlıklı bir çocuk, bir küçük bahçe ya da iyileştirilmiş bir toplum umudu bırakarak, dünyayı bulduğundan bir parçacık da olsa, daha iyi durumda bırakmak; sayende tek bir kişinin bile olsa daha rahat nefes aldığını bilmek.",0
"Zaten içine kapanık, üzgün bir insandı, onu dertlerimle meşgul etmek istemezdim.",1
"Mâdemki bütün bilgi kişinin sübjektif yaşantısına istinat ediyordu ve o kişi de hüküm vermekte yalnızdı, bilgi her fert için izâfi olmaktan öteye geçemezdi.",0
"En kısa zamanda, maksimum boyutlarda üretilen, gene en kısa zamanda, maksimum boyutlarda tüketilmeli sistemin içsel talepleri uyarınca.",0
"Biz rahat hareket edemiyoruz Igla'dan ötürü, roket de aslında tehlike ama onu çıkardık aradan.",0
"Japon meteoroloji ajansının açıklamasında, depremin yerel saatle 06.40'ta başkent Tokyo'nun yaklaşık bin kilometre güneyindeki Ogasawara takımadaları yakınlarında meydana geldiği belirtildi.",0
"Madde 50: Halkın öğrenim ve eğitim ihtiyaçlarını sağlama, devletin başta gelen ödevlerindendir.",0
"Aksi halde, içerisinde fay bilimcisi bulunmayan bölgesel projelerin sağlıklı sonuç vermesi mümkün değildir.",0
"Bir üstünlük, bir ayrıcalık olduğunu yalnız kendisinin bilebildiği bu huzursuzluğun, katlanmak zorunda kaldığı bu sığlıktan başka nasıl bir nedeni olabilirdi ki?..",0
"Şimdi izin alıp, onunla kumsalda el ele yürüyebilir, bütün gün yataktan çıkmadan kalabilir, sabahlara dek sarmaş dolaş içki içebilirdi.",0
"Yeni zamanların çetinlikleri karşısında sinip kalmış yurttaşlar, bilimsel anlayışla uyuşmaz olduğunu bildikleri halde, bu tür inançlara gelip kapılanabiliyorlar.",0
"Esra umumiyetle yere, halıya otururdu.",0
"İlgili tarafların üzerinde fikir birliğine vardıkları nokta ise, bu dönem öncesinde Osmanlı İmparatorluğu'nun Kızıldenizin her iki yakasında ve adalar üzerinde tartışılmayan egemen güç olduğudur.",0
"""Bak, hepimiz biliyoruz, eskiden halk vezirlerin neler yaptığını yakından görüp izleyemez ve ona göre hüküm veremezdi.",0
"Mimarın bu özelliklere uyum göstermeyen, kural dışı bir türbe yapısı, 1900'dan önceki ilk mimarlık yıllarında, Eyüp'te gerçekleştirdiği Hasan Hüsnü Paşa Türbesi olmuştur.",0
"Ankara ne kadar büyük diye düşünüyordu, Ankara ne kadar büyük...",0
"Çünkü bu tip ilaçlar genel olarak zehirli, ayrışmaları çok yavaş, suda ve kanda çözünmedikleri halde sadece yağda çözünmektedirler.",0
"Yarı Kamusal Mallar; faydası bölünebilen, pazarlanabilen ve topluma önemli ölçüde dışsal faydalar yayan mallar olarak tanımlanmaktadır.",0
Esnaf adama uyuklamak hiç yakışmazdı.,0
"Konuk cumhurbaşkanı için neler yapılacağını, gezilecek yerlere kadar tek tek anlattı Demirel.",0
"Divana uzandı, gelen Ercan olmalıydı...",0
Bu işi çok sevmiyor olabilirdi ama geleceğini kariyerini düşünmesi gerekliydi.,1
"Hafız Amca'ydı aramızdaki ismi, imamlık da yapardı.",0
"Federal devlette ise, hem ulusal çoğunluk hem de ulusaltı birimlerde ortaya çıkan çoğunluklar siyasal sistemin işleyişine egemendir.",0
İstatistiksel anlamlılık düzeyi 0.05 olarak belirlenmiştir.,0
"Birlikte ne çok şey yapabilirdik daha, hiçbir şey için değil, hatta hayat için bile değil.",1
"Dünyanın neresine gitselerdi, bu ilginç durumu göremeyeceklerdi:",1
Ona az önce içimden geçen duyguyu söylemeliydim.,1
"Bu iki oluşumun mirasçısı olan RP, sadece bu meşruiyeti yerleştirmekle kalmamış, aynı zamanda kendini seçmen kitleleri nazarında daha da popüler kılmıştır.",0
"Edinilen taşınmazlar sayı bakımından gözden geçirildiğinde, söz konusu dönemde , her türden taşınmazın (boş arazi, binalı arazi ve bağımsız bölüm) sayısında artış gözlenmektedir (Şekil 1).",0
"Türkünü bölmek istemezdim ama..."" Hiç oralı değildi, adam bıyık altından gülümsediğini düşündü minibüsün, sanki daha hızlı gidiyordu şimdi.",0
"Düz olanlar da vardı, ama ben sevmezdim o model pantolonları.",0
"Yanımda olan, o günlerde hep yanımda olan, hayatın üç alanını da -o zamanlar dördüncü alanı bilmezdim- paylaştığım arkadaşıma; ihracat belgesi prosedürünü, politik iktidarların şimdiye kadar hangi toplumsal yaşamları dönüştürmüş olabildiğini, bir de kadın erkek çelişmesinin anatomik dayanaklarını soruyordum.",0
"Özgür olmak için ölümü beklemez, onun bütün yaşamı bedenine karşı sürekli bir mücadeledir.",0
Davranışlar karşısında ortaya çıkan bu çağdaş kurumlar giderek bireyin yetenek ve yaratıcılığına yönelik sonuçlara sahip olmaktadır.,0
"Ertesi gün de kanama sürünce, yine hastaneye gelmiş.",0
"O kadar korkuyorum ki her tarafım titriyor, Rumların tüfeklerinin soğukluğunu bile hissediyordum, bayılabilirdim o an korkudan.",0
"Türkiye'deki yüksek öğretim kurumlarının durumu konusunda yaklaşık bir görüşü bulunanlar bile, yukarıdaki sıralamanın pek anlam taşımadığı sonucuna varmakta gecikmeyeceklerdir.",0
"Türkiye Deri Sanayicileri Derneği Başkanı Turgut Koşar, şu değerlendirmeleri yapıyor: ""Haksız rekabet bugün önümüzdeki en büyük engellerden birisi.",0
Beyin daha az hücreyle çalışmaya uyum sağlamaktadır.,0
Hapisteki TBKP'nin liderleri Haydar Kutlu ve Nihat Sargın'ın açlık grevlerinin sona ermesi için bir şeyler yapılmasını istedi...,0
"Ama bunun bir faydası olmadığını anlayınca, kendisini mavi suların serinliğine koyverdi.",0
"Bu, Mac Farlane'in 1818'de olduğu gibi tıbbiye öğrencileri arasında din varlığını sorgulayan kitapların okunmasındaki yaygınlaşma ucundan başlayarak, insanın mutluluğunu maddiyatta bulan öteki uca kadar uzanan bir yelpazeye dağılmıştır.",0
Uzmanlara göre yaklaşık iki yüzelli yıl sürmüş bu savaşım...,0
Adamı razı ettik ve yasal olarak toplanmaması gereken kurulu yeniden toplayıp filmi çıkardık böylece.,0
"Anlatmak istediğim şu: İran'ın ABD'yle topyekün bir savaşa girmesine, bildiğimiz anlamda, ülkeler arasındaki ""simetrik"" savaşın benzerini yapmasına gerek yok.",0
Aksu: Öncelik AB'ye uyum yasaları,0
Diğer bazı parazit yaşayan bakteriler ise üzerinde yaşadıkları canlının ölümüne bile neden olabilecek hastalıkların ortaya çıkmasına yol açarlar.,0
"Ancak, ikinci sınavda da başarılı olamayanlar üçüncü kez sınava girebilmek için sertifika eğitim programına katılmak zorundadır.",0
"Şöyle söyleyeyim, Chivas Regal'in yöneticileri o gece beni görselerdi hemen neşe içinde muhasebecilerini ararlar ve ""Bu yıl için daha önce yaptığımız kâr tahminini yükselt"" talimatını verirlerdi)",1
Bu iyi bir zemin ve daha ileri gidebilirdi.,0
2000 Kasım ve 2001 Şubat aylarında Türkiye'de yaşanan ekonomik krizler önlerine çıkan ilk engeldir.,0
"Aslında Eyüp, -daha önce de söylediğim gibi- o yılların Eyüp'ü, zaten kendinden başka bir yere benzemezdi.",0
"Hammer ise yargılar, kendisi de bir taraf olur ve zamanın akışını kendi yargısı ve tercihi doğrultusunda büker, yeniden şekillendirir.",0
(Acı acı gülümser) Hem de çok yakından tanırdım.,0
"Onları, bu sene çok sert geçeceği anlaşılan bembeyaz, masum kışa hazırlamalıydı.",0
* Daha önceki sınavlarda çıkan sorular incelenmelidir.,0
"Kapitalist toplumlarda da halkın sahip olduğu egemen ideoloji, yenilmişlik ve boyun eğmedir.",0
"DYP Genel Başkan Yardımcısı Cihan Paçacı, Türkiye'nin gündemini uzun bir süreden beri Susurluk'taki trafik kazasının oluşturduğunu belirterek, basının, bu kazadan sonra sorumluluk duygusu içinde her özgür ülke basınının davranacağı gibi konunun üzerine gittiğini söyledi.",0
Kapıda teyzeyi götürmeye hazırlanan hemşirenin yüzünü görmeliydiniz.,1
Birinci MİT Raporu her ne kadar Ünal Erkan ile Mehmet Ağar'ı hedef alıyor gibi gözükse de daha sonra adı Telekulak Skandalı'na karışıp Türkiye'nin gündemine Ankara Emniyet müdürü olarak gelecek bir isim de raporda sıkça anılıyordu.,0
Piyasadaki bütün üretim birimleri bilgi üretimine katkı sağlarlar ve bu bilginin faydası ayırım gözetmeksizin bütün piyasaya dağılır.,0
Her şeyden vazgeçip kendisine gelmesini bekleyemezdi.,0
"İnsan beyni ve zihni, kompleks, uyum sağlayıcı, dinamik, değişken bir sistemdir.",0
"Bu suretle hukuk devleti, devlet içinde demokratik iradenin oluşmasını yani DEMOKRASİ'yi şart koşar.",0
Vasıtaları hava soğutmalı seçmelerinin sebebi ise; mitinge gelecek olan Laikaseverlerin münasip yerlerinin soğutulması amacını taşıyordu.,0
"O andan sonra Don Jose ancak ve ancak dumanı izleyebilir, başka da hiçbir şey yapamazdı.",0
Bu tür satışlarda satış süreci bir önceki satış görüşmesinin üzerine inşa edilerek oluşturulur.,0
"İyimser bir yaklaşımla çok kolay olan çözüm, daha gerçekçi yaklaşımlara ise direnmeye devam ediyor.",0
Yürüdüğü zaman kimse ense traşını göremezdi.,0
"Sübjektif yöntemde, hâkim, taraflar eğer hukuk seçimi üzerinde düşünmüş olsalardı hangi hukukun uygulanmasını isterlerdi sorusuna cevap aramakta ve adeta tarafların yerine geçmektedir.",1
"Uras, Erzincan'da, partisince düzenlenen mitingde yaptığı konuşmada, Türkiye'de tüm kararların sermaye, mafya, çete ve parti liderleri tarafından alındığını ileri sürdü.",0
"""Babam her zaman, yazarların dünyanın en küstah ve bencil kişileri olduğunu söylerdi.",0
"Aslında hiper rekabet, sektörlerin yüksek üretim kapasitesi olmasına rağmen, talep olmadığı için bunu kullanamamaları anlamına geliyor.",1
"""Evet o zat, daha çocukken ve hiçbir öğrenim görmeden sırf zavahiri kurtarmak için 3 aylık bir öğrenim süresi içinde: Geçmiş ve gelecek alimlerin bilgilerini, kainatın sırlarına ve Allah'ın Hikmetlerine varis kılınmıştır ki, şimdiye kadar böyle bir yüce başarıya ve mertebeye kimse erişmemiştir.",0
"Madem, partisinden istifa eden milletvekili bir başka partiye geçemiyordu, o zaman yeni bir parti kurabilir ve ardından bu yeni parti kendini fesh edip malum parti ile birleşme kararı alabilirdi.",0
"Gülümsemesi yüzünde öylece kaldı bir süre, yine içinden düşünüp karar veriyor olmalıydı.",0
"Bardağın sadece dolu kısmını görüp, boş kısmını yok saymıyorum.",0
Kafa İçi Kanama ve Hipertansiyon,0
"Sonra bu gelişmelerin dünyanın geri kalanına ne kadar zamanda ve ne etkide yayıldığını, daha doğrusu hâlâ doğru dürüst yayılamadığını, örneğin bazı salgın hastalıkların yeniden canlanmaya başladığını hatırlayınız.",0
"Gerçi, umut denemeyecek kadar küçükmüş bu umut; büyük bir olasılıkla oradaki hayatın hiç kimseye hiçbir şey vaat etmeyen içler acısı görüntülerinden doğuyor, doğunca belli belirsiz işiyor, ışırken de at arabasından saçılan kıl kokulu tıkırtıların ağırlığı altında ezilerek, birdenbire kaybolup gidiyormuş.",0
Molekül elektron oluşturmasından farklı olarak oksijen iyonlarını da toplar.,0
"Bu alanlardaki uyum, Tek Pazar'a giden yolda önemli bir mesafe alınmasını sağlayabilecektir.",0
"Reklamın iyisi, kötüsü olmazdı çünkü.",0
Çünkü vücut ısısını tekrar eski seviyesine getirmek için uzun müddet gayret sarf etmesi gerekirdi.,0
2002 ve 2003 yıllarında çocuklara özel bir ürün için bir araştırma grubunda yer almıştım.,0
"Karısı geldi ya, gerisinin fazlaca bir önemi yok.",0
"Banliyölere gitmek için taksi, dolmuş filan gibi vasıtalar yoktu, ancak birilerinin kapısını çalıp tanrı misafiri olabilirdiniz.",0
"Böylece yakın bir zamana kadar kırsal bir karakter taşıyan Aliağa, ekonomik yapısındaki yapısal dönüşümlere bağlı olarak, bugün bir sanayi kenti kimliği kazanmıştır.",0
"Boppe'un, ilk baskısı Paris'te 1991'de yapılan Les Peintres du Bosphore Dix-Huitieme Siecle adını taşıyan kitabıyla belirlenmiştir.",0
"Sarı Avni, birşeyler bulmak için yapraklı evlilik cüzdanını dikkatli dikkatli karıştırmaya başladı.",0
"Yani, Nişantaşı'nda yürürken de kimse bilmezdi beni.",0
"Dış kredilerle finanse edilen ithalat kısa zamanda çok büyük miktarlara ulaşarak, 1950-52 arası iki katına çıkmış, dış ticaret açığı 9 kat yükselmiş, eldeki döviz rezervleri de kısa zamanda tükenmişti.",0
Huber Köşkü o kadar eskiydi ki; konuklar Evren Paşanın öteki odada yaptığı konuşmaları dinleyebilirdi.,0
"""Mesih bizi özgürlük için özgür kıldı.",0
"Cerrahi müdahale gerekseydi, onun için de ayrıca para ödemesi gerekecekti,"" dedi.",1
Otobüsle olsa iki yada üç dolardır o günün parasıyla.,0
"Bu ağrının altında bir kanama mı, tümör mü, başka bir patoloji mi olup olmadığı bu kişi tarafından tespit edilir.",0
"Kamuoyu kendisine tanınan tepkisini kullanmaz ise çok fazla zaman geçmeden 163 benzeri yeni bir yasanın geleceğinden kuşkum yok"" diyor.",0
güneşin tuzu bakır güneşler çizerdi tenimize,0
"Örneğin, üçgenin iç açılarının toplamına ilişkin teorem, üçgenler üzerindeki gözlemlerden kaynaklanmış olamazdı.",0
"Onlar evden çıktılar mı, şakacı gülücüklerle beni izleyen Fatma'nın karşısında çırılçıplak soyunur ve onun usta el okşayışlarıyla neremin ne işe yarayacağını göstermesini isterdim.",0
"Sevim, kardeşi için güçlü olmalıydı, öyle de olmuştu.",0
"Ancak paradoksal bir biçimde seçmenin ""değişimin öncüsü"" olarak gördüğü, 43 sandalye ile sandıktan en büyük parti olarak çıkan Hıristiyan Demokratlar (CDA).",0
Küçük bir böcek yakalandığında havuz yaklaşık bir saatte maksimum boyutlarına ulaşır ancak büyük bir böcek yakalandığında aşırı salgılanma olur.,0
"Neden bilmem, ayaklarımı o pis pabuçlara geçiriverirdim hemen, yani onlara direnmezdim.",0
"""En iyisi de diyebilirdin ama bu nitelikleri ustaca hazırlanmış bir senaryo gereğiymiş.",0
"Emperyalizmin en gür sedalarla dillendirildiği talihsiz bir zamanda, bir aydınlanma meşalesi tutuşturuldu bu bereketli topraklarda.",0
Araştırma sonucunda cinsiyetin empatik beceri puan ortalamalarında herhangi bir farklılığa neden olmadığı belirlenmiştir.,0
"Bu araştırmada Şanlı Urfa Harran Ovası'nda kuru koşullardaki tarım işletmelerinin tarımsal üretimleri ile işletme, genişliği ve girdi kullanımı arasındaki ilişkilerin fonksiyonel analizine yer verilmiş ve işletmelerin girdi kullanım düzeyleri belirlenmiştir.",0
"Ya gladyatör arenasında zafer histerisine kapılmış ve başparmağını aşağı çevirmiş milyonların ""vur"" çağrısına uysaydı?",1
"Şimdi hemen, bir saniye daha beklemeden, aldığı karara gecikmeden, İki'nin nereye vardığını görmeden kaçmalıydı buradan.",0
"Her zaman yaptıkları ""dış yardım""larla övünen Kuzey ülkeleri; bu ""yardım""ın yaklaşık on katını Güneyli ülkelerden kaynak transferi olarak geri alıyorlar.",0
Bu durum ise kelimenin tam anlamı ile bir provokasyondan başka bir şey değildir.,0
"""Daha sıkı bir tesettüre girebilirdim, ama seni denemek istedim, açıkçası.",0
Onlarla ömrünün son demlerini geçirmeyi arzulamış olabilirdi.,0
"O, hiçbir arkadaşına, onların kendine davrandıkları gibi davranmazdı çünkü.",0
"Yazı, Eski Grek alfabesiyle yazıldığına göre, metin de eski Yunanca olmalıydı.",1
"İnsan aynı ses tonunu ve kelimeleri kullansa bile sadece avuç içini kullanışındaki farklılık sebebiyle karşısındaki kişiyi rahatsız edebilir, onunla bir çatışmaya sürüklenebilir veya istediklerini zorlanmadan yaptırması mümkün olabilir.",0
İnternet uygulamaları arasında bilgisayarlar aracılığı ile kaynaklar ve bilgiye erişimde bilgisayarlar arası iletişim kurmada üç temel uygulama aracı ve hizmetinden söz etmemiz gerekir.,0
"Jan Kalas bileklerinden asıldı, çeşitli organlarını, yerlerinden çıkarıncaya kadar çektiler.",0
"Yeşilçam'ın unutulmaz isimlerinden Efkan Efekan, akciğer kanseri tedavisi gördüğü Memorial Hastanesi'nde 70 yaşında hayatını kaybetti.",0
"Herkes, dilinde aynı terennüm, dersini almış halde, koyuldu yola.",0
Yeni düzenlemeler ile idareler yaklaşık tahmini bedeli şartnamelerde açıklamamaktadır.,0
"Bu amaçla, tür tohumları bir aylık aralıklarla sekiz farklı tarihte (1 şubat-15 mayıs 2008 tarihleri arasında) doğrudan (önişlem uygulamadan) ve ayrıca soğuk hava deposunda (+4°C) 15 ile 90 gün arasında değişen altı farklı süreli (15 gün aralıklarla) soğuk-ıslak katlama işlemine alınarak 15 mayıs 2008 tarihinde ekilmişlerdir.",0
Ruhunda filizlenen nedamet duygusunun hiçbir anlamı olamazdı.,1
"Özellikle ileride de görüleceği gibi, çevirinin, okur üzerindeki etkisinden yola çıkan erek odaklı yaklaşımlarda Nida’nın görüşlerini göz ardı edemeyiz.",0
"Yüreğimin gölgeli, kuytu bir köşesinde; kendi seçtiğim yolda yürüyor olsaydım, bu heyecana bambaşka coşkuların eşlik edeceğini söyleyen, duymamaya gayret ettiğim, gittikçe cılızlaşan bir ses var.",1
"TS 2513'e göre tek eksenli basınç direncisınır değerini taşımadığı, eğilme direnci(>50) sınır değerini taşıdığı ve böhme yüzeysel aşınma direnci sınır değerini taşımadığı, darbe dayanımı (>6) sınır değerini taşımadığı belirlenmiştir.",0
"Uzun vadedeki anlamı ise, Saddam Hüseyin'in ve rejiminin iktidardan uzaklaştırılmasıdır.",0
"Bilindiği gibi, Roma imperium'u altında, ""özgür"" Almanya ile Roma Almanya'sı kültürel ve ekonomik ilişkilerini sürdürmüşlerdir.",0
"Fakat bu devrimin asıl ""çimentosu"" ve ""demiri"" özgür yurttaş temeli üzerinde yükselen ""laiklik"" anlayışıdır.",0
"Bu söylem o kadar yer etmiştir ki, sadece neo-liberalizmin sözcüleri tarafından değil kimi sol/sosyal demokrat eğilimli yazarlar tarafından; sadece işveren örgütleri tarafından değil sigortalılar tarafından da kullanıldığı görülmektedir.",0
"Bazen ana caddeden, kalabalık bir meskûn alana çıkan tali yolların girişi olur, köy yolu gibi.",0
"Belki de kendi içinde hissettiği küçüklüğü, güvensizliği aşabilmek için birini acıtarak geçici de olsa güçlü olduğunu hissetmek istiyordu.",0
"""Özal'a olsa olsa ancak bir deli böyle telgraf çekebilir"" diye düşünülüyordu.",0
"Planlama, ekonomik aktivite zincirinin müdahaleye en uygun noktalarını tanımlar ve tüm vergi tabanına en yüksek seviyede uyum etkisi yaratacak sistematik denetim politikalarını geliştirir.",0
"O halde, programın içeriğini belli ölçütler içinde öğretmek zorundadırlar.",0
"Meclis kanunları değiştirsin"" diyerek topu Yasamaya atacağına, en azından bu tür yasaları Anayasa Mahkemesine yollasaydı...",1
"Ah burada olsaydınız da, derneklerde veya cami lokallerinde namaz sonrası sıralandığımız iskemlelerde, nice bekleyen çayların dumanlarında infilâk eden sohbetleri dinlemiş olsaydınız...",1
"topiktede yazmıştım bunu için (pcos) ayrıca doğal kaynaklardan yararlanıyorum, sumak ve soğan yiyorum 3 hafta hergün 1 hafta yok..",0
"Gümrükçünün dediği doğruydu, çünkü çay ocağında çalışmak isteyen iki arkadaş vardı, bunlar arasında Mustafa kendi başına tercih yapamazdı.",0
"Sağımızda bıraktığımız tek katlı taş evin içinde, etrafında birkaç saat oyalanmayı isterdim.",1
Böyle güzel söyleşiler yaptığını bilmezdim.,1
"Sonradan kendilerini de kurtaracak delil olan, yaklaşık 1 gram esrar arTtığı sayesinde büyük bir skandal önlenmiş oldu.",0
"Töreler, araya giren aileler, nişanlı çıkan aday.",0
"Üzerinde çift başlı kartal deseni bulunduğuna göre, mutlaka imparatora ait olmalıydı.",0
"Ben de bir şey olmadığını söyledim, ama yüzüme bakan buna inanmazdı.",0
Keşke birini denize ittirebilecek bir araba olsaydı altımda diye hayıflanıyorum.,1
"Ya ülkeyi dili baskıcı, suçlayıcı, aşağılayıcı bir şekilde kullanan bir saldırganlar toplumu olmaktan çıkarıp, insanları kendi duygusal gerginliklerinden kurtaracaktık, yani ülkenin tüm kültürel ve ruhsal yapısını değiştirecektik, ya da bu konuda yüksek kaygı belirtileri gösteren kişileri biraz olsun rahatlatmaya çalışacaktık.",0
"""Savaş, girmeye değmezdi""",0
"Çoğu organizmalar larva, sürfe, deri değiştirme veya yavru durumunda; kimileri ise yumurta ve sperma evresinde en duyarlıdır.",0
"- Olamazdık, çünkü o hep bizi koruması gerektiğini düşünüyor.",0
"* Avrupa Birliği karar mekanizmalarının aldığı kararlara, uyguladığı yasalara uyum sağlamak,",0
Şimdi mutluydum ve boktan geçmişimin bu mutluluğu bozmasına izin veremezdim.,0
